Identificador,Producto,Categoria,Precio
8782,Ventilador Taurus 5681,Hogar,9749.68
8783,Carro Hot Wheels 8911,Juguetes,944.22
8784,Traje Hugo Boss 9926,Ropa,6652.92
8785,Chanclas Adidas 5810,Calzado,463.9
8786,Aspiradora Dyson 3996,Hogar,11169.79
8787,Bocina JBL 8089,Electrónica,15258.06
8788,Microondas Samsung 6570,Hogar,10109.28
8789,Cafetera Nespresso 284,Hogar,1578.6
8790,Sudadera Adidas 2080,Ropa,17567.15
8791,Cafetera Nespresso 9252,Hogar,5796.85
8792,Batidora KitchenAid 3590,Hogar,6094.99
8793,Cámara Canon 5480,Electrónica,10928.76
8794,Smartwatch Garmin 8347,Electrónica,14919
8795,Microondas Samsung 3010,Hogar,15537.85
8796,Resaltadores Stabilo 9548,Papelería,6706.39
8797,Carro Hot Wheels 5687,Juguetes,7623.24
8798,Ventilador Taurus 1955,Hogar,15966.18
8799,Zapatillas Skechers 3419,Calzado,12521.1
8800,Carro Hot Wheels 8336,Juguetes,18937.54
8801,Traje Hugo Boss 4186,Ropa,7180.6
8802,Jeans Wrangler 927,Ropa,5395.76
8803,Consola Xbox 1682,Electrónica,3724.9
8804,Lapicera Maped 257,Papelería,15949.33
8805,Zapatillas Skechers 976,Calzado,15222.63
8806,Ventilador Taurus 6376,Hogar,4462.83
8807,Corrector Paper Mate 8981,Papelería,12838.14
8808,Pantalón Levi's 5015,Ropa,17241.9
8809,Pelota Nerf 6067,Juguetes,19095.93
8810,Chamarra North Face 5547,Ropa,9995.3
8811,Lapicera Maped 579,Papelería,17282.58
8812,Cafetera Nespresso 5342,Hogar,1296.49
8813,Smartwatch Garmin 2401,Electrónica,8965.53
8814,Bocina JBL 1518,Electrónica,16392.68
8815,Teléfono Samsung 4840,Electrónica,11780.26
8816,Horno Whirlpool 1351,Hogar,9185.2
8817,Microondas Samsung 6946,Hogar,11866.87
8818,Rompecabezas Ravensburger 1335,Juguetes,5617.39
8819,Microondas Samsung 4277,Hogar,14502.09
8820,Post-it 3M 9711,Papelería,5390.27
8821,Licuadora Oster 1220,Hogar,13681.06
8822,Botas Timberland 827,Calzado,7100.31
8823,Tren Thomas 729,Juguetes,4640.67
8824,Short Puma 455,Ropa,19540.01
8825,Cuaderno Oxford 1801,Papelería,4275.04
8826,Pantalón Levi's 4619,Ropa,15422.61
8827,Corrector Paper Mate 8549,Papelería,12520.1
8828,Consola Xbox 4113,Electrónica,15059.02
8829,Tren Thomas 5594,Juguetes,4595.82
8830,Pantalón Levi's 7837,Ropa,5207.92
8831,Muñeca Barbie 3048,Juguetes,19015.72
8832,Aspiradora Dyson 931,Hogar,19322.91
8833,Zapatillas Skechers 3575,Calzado,3769.18
8834,Tijeras Fiskars 9628,Papelería,16932.23
8835,Aspiradora Dyson 5154,Hogar,8523.06
8836,Short Puma 8983,Ropa,18260.57
8837,Botines Dr Martens 9188,Calzado,15662.29
8838,Tren Thomas 8736,Juguetes,7970.11
8839,Lapicera Maped 6321,Papelería,7200.78
8840,Consola Xbox 4784,Electrónica,15758.09
8841,Corrector Paper Mate 7407,Papelería,8831.41
8842,Cafetera Nespresso 8139,Hogar,15284.56
8843,Monitor Dell 7097,Electrónica,13865.25
8844,Zapatos Clarks 976,Calzado,19549.8
8845,Plancha Philips 6354,Hogar,19140.63
8846,Falda Bershka 2639,Ropa,3562.47
8847,Plancha Philips 9729,Hogar,10588.55
8848,Tacones Steve Madden 1064,Calzado,5439.33
8849,Tablet Apple 6926,Electrónica,8133.45
8850,Sudadera Adidas 7184,Ropa,944.63
8851,Ventilador Taurus 7111,Hogar,977.6
8852,Pluma Bic 8721,Papelería,19529.44
8853,Falda Bershka 4759,Ropa,19502.22
8854,Cámara Canon 4561,Electrónica,19037.78
8855,Jeans Wrangler 1555,Ropa,216.6
8856,Chamarra North Face 5111,Ropa,2378.05
8857,Puzzle 3D CubicFun 1955,Juguetes,16626.26
8858,Pelota Nerf 4880,Juguetes,5555.17
8859,Pluma Bic 2065,Papelería,12992.64
8860,Licuadora Oster 5806,Hogar,17365.47
8861,Bocina JBL 9391,Electrónica,2596.48
8862,Televisor LG 3160,Electrónica,2452.85
8863,Botines Dr Martens 5250,Calzado,3967.17
8864,Tenis Converse 9659,Calzado,8239.4
8865,Marcadores Sharpie 2129,Papelería,2166.66
8866,Post-it 3M 9278,Papelería,15694.47
8867,Bocina JBL 4949,Electrónica,12657.62
8868,Muñeca Barbie 8148,Juguetes,4093.72
8869,Zapatillas Skechers 7192,Calzado,19027.83
8870,Microondas Samsung 2989,Hogar,12606.11
8871,Microondas Samsung 790,Hogar,5985.53
8872,Figura Funko Pop 1197,Juguetes,6022.46
8873,Botines Dr Martens 9914,Calzado,6360.41
8874,Pelota Nerf 8906,Juguetes,12743.68
8875,Figura Funko Pop 357,Juguetes,7788.7
8876,Falda Bershka 6567,Ropa,3930.22
8877,Tenis Converse 7783,Calzado,16139.84
8878,Traje Hugo Boss 8968,Ropa,16003.24
8879,Zapatillas Skechers 44,Calzado,4875.75
8880,Traje Hugo Boss 5522,Ropa,15982.02
8881,Mocasines Gucci 2114,Calzado,9675.36
8882,Aspiradora Dyson 6134,Hogar,11292.54
8883,Tacones Steve Madden 3110,Calzado,5267.38
8884,Smartwatch Garmin 6834,Electrónica,17219.56
8885,Tacones Steve Madden 2257,Calzado,9586.14
8886,Vestido Zara 3429,Ropa,15786.97
8887,Carro Hot Wheels 2511,Juguetes,18631.38
8888,Tablet Apple 4232,Electrónica,3470.84
8889,Refrigerador Mabe 1101,Hogar,13868.22
8890,Botas Timberland 2192,Calzado,3699.53
8891,Short Puma 6955,Ropa,3551.24
8892,Mocasines Gucci 3272,Calzado,9575.79
8893,Zapatos Clarks 7706,Calzado,14465.19
8894,Consola Xbox 5056,Electrónica,6673.84
8895,Tenis Converse 4629,Calzado,593.72
8896,Carpeta Office Depot 9977,Papelería,4283.14
8897,Chamarra North Face 4119,Ropa,9206.9
8898,Vestido Zara 2669,Ropa,6911.89
8899,Refrigerador Mabe 8149,Hogar,4576.13
8900,Camiseta marca Nike 226,Ropa,4123.1
8901,Laptop Lenovo 9477,Electrónica,13122.32
8902,Aspiradora Dyson 2572,Hogar,8090.56
8903,Mocasines Gucci 9932,Calzado,18598.66
8904,Tren Thomas 7713,Juguetes,9424.92
8905,Consola Xbox 5039,Electrónica,14139.69
8906,Aspiradora Dyson 8322,Hogar,2355.31
8907,Monitor Dell 3117,Electrónica,18331.27
8908,Tenis Converse 902,Calzado,728.95
8909,Pluma Bic 1785,Papelería,9807.23
8910,Post-it 3M 8582,Papelería,3767.29
8911,Set Playmobil 5468,Juguetes,10927
8912,Aspiradora Dyson 7148,Hogar,15613.22
8913,Carro Hot Wheels 6910,Juguetes,8251.17
8914,Batidora KitchenAid 7959,Hogar,1424.04
8915,Bocina JBL 6112,Electrónica,8500.45
8916,Sandalias Crocs 1919,Calzado,719.11
8917,Cámara Canon 9292,Electrónica,6586.68
8918,Cafetera Nespresso 4769,Hogar,7567.91
8919,Cámara Canon 4700,Electrónica,5742.18
8920,Botas Timberland 8099,Calzado,13819.2
8921,Figura Funko Pop 6224,Juguetes,14166.98
8922,Polo Lacoste 1382,Ropa,10268.58
8923,Carpeta Office Depot 4195,Papelería,10272.06
8924,Polo Lacoste 747,Ropa,5683.94
8925,Sandalias Crocs 4934,Calzado,11029.9
8926,Sandalias Crocs 2397,Calzado,517.17
8927,Tenis Converse 6765,Calzado,18935.71
8928,Chanclas Adidas 3553,Calzado,930.06
8929,Cafetera Nespresso 7060,Hogar,17309.4
8930,Tablet Apple 8097,Electrónica,7408.62
8931,Resaltadores Stabilo 3306,Papelería,12344.29
8932,Rompecabezas Ravensburger 5289,Juguetes,2772.73
8933,Televisor LG 6667,Electrónica,1093.12
8934,Tren Thomas 192,Juguetes,19636.46
8935,Refrigerador Mabe 9796,Hogar,769.49
8936,Pelota Nerf 715,Juguetes,16492.16
8937,Chamarra North Face 1468,Ropa,9520.17
8938,Libreta 90 hojas Scribe 6169,Papelería,7149.7
8939,Lapicera Maped 2047,Papelería,11065.35
8940,Refrigerador Mabe 8744,Hogar,7855.14
8941,Tijeras Fiskars 8926,Papelería,4529.52
8942,Drone DJI Mini 5647,Juguetes,8657.23
8943,Tenis Converse 9760,Calzado,12309.98
8944,Set Playmobil 188,Juguetes,19542.81
8945,Tacones Steve Madden 3183,Calzado,14226.68
8946,Televisor LG 8864,Electrónica,17174.06
8947,Sudadera Adidas 1846,Ropa,1759.23
8948,Muñeca Barbie 9508,Juguetes,8821.2
8949,Consola Xbox 125,Electrónica,7040.74
8950,Microondas Samsung 9660,Hogar,17789.62
8951,Monitor Dell 3489,Electrónica,1116.52
8952,Horno Whirlpool 9213,Hogar,19165.55
8953,Pluma Bic 6092,Papelería,10663.11
8954,Polo Lacoste 1005,Ropa,12489.07
8955,Licuadora Oster 4487,Hogar,3508.89
8956,Polo Lacoste 4206,Ropa,8081.16
8957,Licuadora Oster 8168,Hogar,5614.89
8958,Tijeras Fiskars 3342,Papelería,9342.43
8959,Mocasines Gucci 8882,Calzado,19404.11
8960,Audífonos Sony 907,Electrónica,8779.85
8961,Tacones Steve Madden 6336,Calzado,1859.25
8962,Tacones Steve Madden 3164,Calzado,8315.58
8963,Plancha Philips 3885,Hogar,16505.07
8964,Tijeras Fiskars 526,Papelería,16145.12
8965,Resaltadores Stabilo 2146,Papelería,1913.01
8966,Laptop Lenovo 576,Electrónica,9596.69
8967,Consola Xbox 5844,Electrónica,3353.67
8968,Consola Xbox 8477,Electrónica,14638.36
8969,Tenis Converse 9937,Calzado,12566.6
8970,Chamarra North Face 85,Ropa,10867.33
8971,Aspiradora Dyson 9710,Hogar,10340.07
8972,Chamarra North Face 5530,Ropa,15764.47
8973,Muñeca Barbie 188,Juguetes,17060
8974,Teléfono Samsung 4660,Electrónica,8194.63
8975,Lapicera Maped 4083,Papelería,11924.21
8976,Tostadora Hamilton 6403,Hogar,10073.4
8977,Tablet Apple 914,Electrónica,13624.64
8978,Jeans Wrangler 1506,Ropa,7132.64
8979,Set Playmobil 4665,Juguetes,1318.95
8980,Camiseta marca Nike 4054,Ropa,8733.92
8981,Horno Whirlpool 1773,Hogar,4799.14
8982,Batidora KitchenAid 8133,Hogar,8385.35
8983,Resaltadores Stabilo 6103,Papelería,8109.11
8984,Smartwatch Garmin 4839,Electrónica,7797.94
8985,Corrector Paper Mate 1249,Papelería,9261.89
8986,Aspiradora Dyson 8075,Hogar,19696.93
8987,Lapicera Maped 1362,Papelería,18040.43
8988,Post-it 3M 3090,Papelería,17610.48
8989,Carpeta Office Depot 3396,Papelería,6022.95
8990,Teléfono Samsung 7224,Electrónica,19474.68
8991,Resaltadores Stabilo 4284,Papelería,1942.32
8992,Aspiradora Dyson 6053,Hogar,16803.26
8993,Teléfono Samsung 4102,Electrónica,11199.96
8994,Pantalón Levi's 2296,Ropa,15601.53
8995,Libreta 90 hojas Scribe 2495,Papelería,15973.04
8996,Microondas Samsung 6624,Hogar,3747.84
8997,Laptop Lenovo 2513,Electrónica,19713.21
8998,Tijeras Fiskars 1719,Papelería,18574.67
8999,Camiseta marca Nike 1582,Ropa,1022.4
9000,Tenis Converse 637,Calzado,9363.32
9001,Falda Bershka 630,Ropa,8441.69
9002,Vestido Zara 1095,Ropa,4424.04
9003,Muñeca Barbie 434,Juguetes,5589.09
9004,Cámara Canon 2548,Electrónica,14523.12
9005,Bocina JBL 4394,Electrónica,15067.59
9006,Cámara Canon 8236,Electrónica,18524.17
9007,Refrigerador Mabe 6617,Hogar,14163.32
9008,Tren Thomas 7906,Juguetes,13147.93
9009,Zapatos Clarks 3472,Calzado,3982.13
9010,Jeans Wrangler 575,Ropa,10245.8
9011,Tenis Converse 7172,Calzado,11088.45
9012,Libreta 90 hojas Scribe 7483,Papelería,12259.89
9013,Short Puma 15,Ropa,6912.79
9014,Muñeca Barbie 8920,Juguetes,18655.16
9015,Tablet Apple 3537,Electrónica,16162.11
9016,Sandalias Crocs 4845,Calzado,1340.03
9017,Polo Lacoste 8690,Ropa,10905.69
9018,Pantalón Levi's 6561,Ropa,16863.16
9019,Chamarra North Face 1153,Ropa,14832.6
9020,Post-it 3M 5243,Papelería,17296.56
9021,Chamarra North Face 2926,Ropa,537.5
9022,Camiseta marca Nike 5570,Ropa,11084.51
9023,Licuadora Oster 7951,Hogar,3127.83
9024,Mocasines Gucci 3161,Calzado,11653.14
9025,Camiseta marca Nike 2900,Ropa,12804.62
9026,Horno Whirlpool 7930,Hogar,319.27
9027,Licuadora Oster 7777,Hogar,18405.86
9028,Botas Timberland 842,Calzado,1447.18
9029,Puzzle 3D CubicFun 8210,Juguetes,1222.26
9030,Bocina JBL 4981,Electrónica,289.97
9031,Corrector Paper Mate 7175,Papelería,4117.08
9032,Muñeca Barbie 8633,Juguetes,9974.99
9033,Chamarra North Face 3372,Ropa,3713.6
9034,Post-it 3M 7771,Papelería,10132.77
9035,Cuaderno Oxford 5195,Papelería,3137.72
9036,Zapatos Clarks 5150,Calzado,16494.1
9037,Falda Bershka 6113,Ropa,15317.51
9038,Sudadera Adidas 6010,Ropa,5852.82
9039,Lego Star Wars 5779,Juguetes,7005.31
9040,Corrector Paper Mate 8801,Papelería,4384.48
9041,Carpeta Office Depot 6515,Papelería,17241.78
9042,Botines Dr Martens 4327,Calzado,18253.2
9043,Falda Bershka 4748,Ropa,12005.33
9044,Falda Bershka 9847,Ropa,5889.93
9045,Vestido Zara 5676,Ropa,18671.25
9046,Resaltadores Stabilo 8566,Papelería,13589.95
9047,Corrector Paper Mate 9246,Papelería,3677.39
9048,Cámara Canon 6177,Electrónica,18458.55
9049,Cafetera Nespresso 1936,Hogar,283.64
9050,Chamarra North Face 4354,Ropa,8130.15
9051,Tenis Converse 8841,Calzado,7007.56
9052,Set Playmobil 8922,Juguetes,3762.47
9053,Rompecabezas Ravensburger 5851,Juguetes,12596.03
9054,Lego Star Wars 3697,Juguetes,4418.29
9055,Pluma Bic 5008,Papelería,12450.54
9056,Marcadores Sharpie 1791,Papelería,7122.8
9057,Pantalón Levi's 9208,Ropa,19110.88
9058,Polo Lacoste 3364,Ropa,407.19
9059,Tablet Apple 3364,Electrónica,16906.79
9060,Libreta 90 hojas Scribe 6119,Papelería,1746.13
9061,Carpeta Office Depot 4397,Papelería,11326.59
9062,Carpeta Office Depot 3108,Papelería,3552.4
9063,Botas Timberland 1416,Calzado,1560.09
9064,Libreta 90 hojas Scribe 542,Papelería,15995.31
9065,Laptop Lenovo 8103,Electrónica,17126.96
9066,Traje Hugo Boss 7975,Ropa,2842.1
9067,Tenis Vans 6026,Calzado,18355.32
9068,Smartwatch Garmin 61,Electrónica,13078.24
9069,Microondas Samsung 5192,Hogar,9281.67
9070,Laptop Lenovo 6455,Electrónica,11281.62
9071,Chanclas Adidas 301,Calzado,3590.98
9072,Sandalias Crocs 3149,Calzado,19803.85
9073,Resaltadores Stabilo 5420,Papelería,2905.97
9074,Monitor Dell 5944,Electrónica,13563.12
9075,Short Puma 6552,Ropa,19251.62
9076,Traje Hugo Boss 6385,Ropa,14077.36
9077,Pelota Nerf 7747,Juguetes,133.71
9078,Cámara Canon 9754,Electrónica,1028.43
9079,Ventilador Taurus 7461,Hogar,2291.44
9080,Lapicera Maped 8746,Papelería,11526.49
9081,Smartwatch Garmin 7336,Electrónica,2147.61
9082,Set Playmobil 4036,Juguetes,14945.49
9083,Plancha Philips 6788,Hogar,9131.62
9084,Zapatillas Skechers 1184,Calzado,2095.21
9085,Pantalón Levi's 9139,Ropa,1178.51
9086,Pluma Bic 6838,Papelería,14935.98
9087,Carro Hot Wheels 638,Juguetes,148.35
9088,Falda Bershka 7315,Ropa,17071.65
9089,Zapatos Clarks 2436,Calzado,12979.74
9090,Marcadores Sharpie 1371,Papelería,541.82
9091,Polo Lacoste 2541,Ropa,18418.76
9092,Sudadera Adidas 714,Ropa,7567.82
9093,Cafetera Nespresso 5480,Hogar,12875.08
9094,Microondas Samsung 2220,Hogar,2306.26
9095,Puzzle 3D CubicFun 7565,Juguetes,867.07
9096,Pantalón Levi's 3938,Ropa,12434.62
9097,Pelota Nerf 2172,Juguetes,13808.29
9098,Lego Star Wars 4367,Juguetes,4718.8
9099,Botines Dr Martens 3111,Calzado,2078.08
9100,Figura Funko Pop 9477,Juguetes,8548.82
9101,Pluma Bic 2210,Papelería,6611.02
9102,Camiseta marca Nike 5390,Ropa,18708.82
9103,Aspiradora Dyson 8167,Hogar,1626.15
9104,Consola Xbox 1742,Electrónica,262.99
9105,Monitor Dell 2773,Electrónica,11853.95
9106,Lego Star Wars 5027,Juguetes,6847.8
9107,Horno Whirlpool 13,Hogar,9867.56
9108,Corrector Paper Mate 5605,Papelería,6006.24
9109,Lego Star Wars 1671,Juguetes,5200.6
9110,Pantalón Levi's 6584,Ropa,18245.61
9111,Consola Xbox 1692,Electrónica,18723.7
9112,Botas Timberland 6922,Calzado,8993.99
9113,Botines Dr Martens 6748,Calzado,5293.59
9114,Audífonos Sony 8803,Electrónica,10112.2
9115,Monitor Dell 2890,Electrónica,14543.28
9116,Rompecabezas Ravensburger 2832,Juguetes,15030.11
9117,Audífonos Sony 4403,Electrónica,6040.83
9118,Pluma Bic 9084,Papelería,12859.97
9119,Cafetera Nespresso 5106,Hogar,1959.2
9120,Batidora KitchenAid 4859,Hogar,9400.94
9121,Microondas Samsung 3791,Hogar,2048.59
9122,Falda Bershka 3495,Ropa,14196.33
9123,Vestido Zara 4195,Ropa,16747
9124,Traje Hugo Boss 7682,Ropa,18402.65
9125,Carpeta Office Depot 703,Papelería,11504.1
9126,Bocina JBL 8654,Electrónica,13537.46
9127,Sudadera Adidas 1102,Ropa,19644.88
9128,Batidora KitchenAid 667,Hogar,7297.37
9129,Carro Hot Wheels 8316,Juguetes,13016.55
9130,Post-it 3M 9201,Papelería,18866.45
9131,Microondas Samsung 1885,Hogar,7796.52
9132,Set Playmobil 5183,Juguetes,4511.12
9133,Short Puma 7385,Ropa,12260.6
9134,Tacones Steve Madden 5278,Calzado,19565.88
9135,Teléfono Samsung 2390,Electrónica,534.86
9136,Aspiradora Dyson 5482,Hogar,5059.89
9137,Plancha Philips 8721,Hogar,776.73
9138,Sandalias Crocs 1624,Calzado,3699.16
9139,Tacones Steve Madden 2255,Calzado,896.36
9140,Teléfono Samsung 9404,Electrónica,10477.59
9141,Tacones Steve Madden 8366,Calzado,2071.32
9142,Lapicera Maped 641,Papelería,11538.9
9143,Microondas Samsung 3062,Hogar,16011.73
9144,Tacones Steve Madden 5080,Calzado,2421.89
9145,Zapatillas Skechers 7725,Calzado,6829.68
9146,Tablet Apple 7713,Electrónica,8124.54
9147,Chamarra North Face 8398,Ropa,10878.37
9148,Post-it 3M 1579,Papelería,18809.41
9149,Teléfono Samsung 8607,Electrónica,19847.52
9150,Batidora KitchenAid 6156,Hogar,17728.33
9151,Carpeta Office Depot 4355,Papelería,499.02
9152,Marcadores Sharpie 8111,Papelería,14623.2
9153,Batidora KitchenAid 5969,Hogar,6441.28
9154,Polo Lacoste 3677,Ropa,132.8
9155,Ventilador Taurus 3808,Hogar,8543.69
9156,Rompecabezas Ravensburger 983,Juguetes,5848.43
9157,Monitor Dell 9915,Electrónica,5476.93
9158,Falda Bershka 9127,Ropa,17933.04
9159,Tablet Apple 689,Electrónica,39.47
9160,Camiseta marca Nike 5738,Ropa,19929.65
9161,Ventilador Taurus 2031,Hogar,8597.61
9162,Pelota Nerf 4562,Juguetes,9793.16
9163,Libreta 90 hojas Scribe 8209,Papelería,11509.31
9164,Muñeca Barbie 5301,Juguetes,13464.56
9165,Figura Funko Pop 8009,Juguetes,1749.95
9166,Cafetera Nespresso 8592,Hogar,12048.7
9167,Horno Whirlpool 7804,Hogar,17539.53
9168,Botas Timberland 9713,Calzado,8951.09
9169,Botines Dr Martens 2885,Calzado,7023.21
9170,Microondas Samsung 7398,Hogar,12366.29
9171,Consola Xbox 101,Electrónica,8503.98
9172,Chanclas Adidas 990,Calzado,8193.69
9173,Zapatos Clarks 9086,Calzado,14565.34
9174,Tenis Vans 3572,Calzado,19477.69
9175,Jeans Wrangler 105,Ropa,4637.85
9176,Pelota Nerf 9440,Juguetes,2758.96
9177,Camiseta marca Nike 9881,Ropa,5898.86
9178,Microondas Samsung 6408,Hogar,9241.66
9179,Laptop Lenovo 9711,Electrónica,18572.64
9180,Short Puma 6210,Ropa,1249.75
9181,Monitor Dell 3056,Electrónica,3757.35
9182,Zapatos Clarks 7214,Calzado,6552.36
9183,Aspiradora Dyson 6972,Hogar,9317.51
9184,Jeans Wrangler 892,Ropa,19254.29
9185,Tijeras Fiskars 4271,Papelería,17339.53
9186,Batidora KitchenAid 9299,Hogar,16744.05
9187,Horno Whirlpool 5302,Hogar,12496.51
9188,Sandalias Crocs 8400,Calzado,7724.48
9189,Licuadora Oster 104,Hogar,8721.22
9190,Audífonos Sony 6003,Electrónica,7775.04
9191,Tijeras Fiskars 672,Papelería,18039.98
9192,Tacones Steve Madden 6349,Calzado,16117.5
9193,Lego Star Wars 934,Juguetes,1835.91
9194,Libreta 90 hojas Scribe 1854,Papelería,3753.46
9195,Puzzle 3D CubicFun 2732,Juguetes,16202.1
9196,Batidora KitchenAid 8934,Hogar,13260.06
9197,Laptop Lenovo 2750,Electrónica,12448.98
9198,Pluma Bic 668,Papelería,5881.89
9199,Set Playmobil 4188,Juguetes,2384.37
9200,Pelota Nerf 2165,Juguetes,18984.45
9201,Consola Xbox 791,Electrónica,13599.27
9202,Camiseta marca Nike 2951,Ropa,10839.96
9203,Laptop Lenovo 7633,Electrónica,6923.78
9204,Microondas Samsung 2620,Hogar,7402.29
9205,Falda Bershka 8241,Ropa,16786.01
9206,Ventilador Taurus 4981,Hogar,16757.56
9207,Resaltadores Stabilo 9281,Papelería,7077.67
9208,Tacones Steve Madden 9524,Calzado,326.27
9209,Consola Xbox 7374,Electrónica,9227.19
9210,Rompecabezas Ravensburger 282,Juguetes,18040.49
9211,Televisor LG 5728,Electrónica,17028.55
9212,Cafetera Nespresso 1372,Hogar,7403.28
9213,Televisor LG 741,Electrónica,9761.64
9214,Teléfono Samsung 2718,Electrónica,7256.45
9215,Drone DJI Mini 580,Juguetes,12603.53
9216,Puzzle 3D CubicFun 1693,Juguetes,15907.93
9217,Batidora KitchenAid 1228,Hogar,1302.85
9218,Sudadera Adidas 4081,Ropa,14489.76
9219,Tren Thomas 1355,Juguetes,5765.19
9220,Muñeca Barbie 1297,Juguetes,16281.35
9221,Vestido Zara 8075,Ropa,8345.81
9222,Teléfono Samsung 6921,Electrónica,645.56
9223,Sandalias Crocs 7436,Calzado,15366.46
9224,Marcadores Sharpie 8127,Papelería,17321.07
9225,Refrigerador Mabe 6692,Hogar,11581.49
9226,Figura Funko Pop 673,Juguetes,3702.51
9227,Tenis Converse 68,Calzado,1208.81
9228,Consola Xbox 2826,Electrónica,1363.54
9229,Figura Funko Pop 7357,Juguetes,4671.65
9230,Marcadores Sharpie 1018,Papelería,5010.84
9231,Tablet Apple 8301,Electrónica,1769.42
9232,Teléfono Samsung 3672,Electrónica,6102.51
9233,Rompecabezas Ravensburger 2171,Juguetes,9340.43
9234,Corrector Paper Mate 5558,Papelería,5784.67
9235,Tren Thomas 3436,Juguetes,124.17
9236,Tenis Converse 6652,Calzado,17034.99
9237,Tostadora Hamilton 4824,Hogar,13847.29
9238,Chamarra North Face 5555,Ropa,4227.84
9239,Consola Xbox 1420,Electrónica,4028.52
9240,Set Playmobil 8557,Juguetes,13829.42
9241,Bocina JBL 4274,Electrónica,13595.95
9242,Zapatos Clarks 5149,Calzado,18558.31
9243,Libreta 90 hojas Scribe 4140,Papelería,8309.96
9244,Libreta 90 hojas Scribe 4678,Papelería,18071.25
9245,Sudadera Adidas 1306,Ropa,758.61
9246,Cafetera Nespresso 3786,Hogar,15493.89
9247,Tenis Converse 6699,Calzado,9868.54
9248,Smartwatch Garmin 1948,Electrónica,18927.84
9249,Cámara Canon 8668,Electrónica,16409.7
9250,Monitor Dell 7361,Electrónica,14418.59
9251,Consola Xbox 9896,Electrónica,14553.58
9252,Libreta 90 hojas Scribe 2226,Papelería,1894.26
9253,Tijeras Fiskars 4456,Papelería,6472.86
9254,Televisor LG 8055,Electrónica,3269.86
9255,Mocasines Gucci 8164,Calzado,17433.56
9256,Plancha Philips 489,Hogar,5770.51
9257,Jeans Wrangler 92,Ropa,3712.48
9258,Plancha Philips 965,Hogar,5972.57
9259,Laptop Lenovo 8437,Electrónica,15318.44
9260,Drone DJI Mini 3699,Juguetes,2426.38
9261,Puzzle 3D CubicFun 7495,Juguetes,5615.92
9262,Cámara Canon 2101,Electrónica,11708.49
9263,Audífonos Sony 5914,Electrónica,9854.25
9264,Cámara Canon 4608,Electrónica,15329.14
9265,Audífonos Sony 5679,Electrónica,5507.93
9266,Lapicera Maped 9249,Papelería,18439.27
9267,Carpeta Office Depot 9594,Papelería,7716.51
9268,Tablet Apple 2362,Electrónica,3960.51
9269,Libreta 90 hojas Scribe 6592,Papelería,3421.97
9270,Resaltadores Stabilo 4084,Papelería,9829.14
9271,Puzzle 3D CubicFun 1284,Juguetes,13260.92
9272,Drone DJI Mini 6730,Juguetes,9664.09
9273,Rompecabezas Ravensburger 1995,Juguetes,7143.29
9274,Sandalias Crocs 4701,Calzado,1009.49
9275,Traje Hugo Boss 2605,Ropa,15317.91
9276,Botas Timberland 307,Calzado,8286.57
9277,Licuadora Oster 5313,Hogar,16440.76
9278,Zapatos Clarks 2995,Calzado,12315.18
9279,Bocina JBL 4611,Electrónica,13925.06
9280,Cámara Canon 1725,Electrónica,13432.32
9281,Cámara Canon 7070,Electrónica,4654.06
9282,Set Playmobil 6313,Juguetes,16033.72
9283,Microondas Samsung 8557,Hogar,14315.65
9284,Marcadores Sharpie 6685,Papelería,9138.08
9285,Tenis Converse 4969,Calzado,14234.4
9286,Tostadora Hamilton 9198,Hogar,17270.86
9287,Ventilador Taurus 1562,Hogar,17661.76
9288,Tostadora Hamilton 3953,Hogar,19770.33
9289,Libreta 90 hojas Scribe 7951,Papelería,19550.19
9290,Camiseta marca Nike 2414,Ropa,16537.74
9291,Puzzle 3D CubicFun 4903,Juguetes,13857.23
9292,Traje Hugo Boss 5389,Ropa,18481.91
9293,Carro Hot Wheels 1479,Juguetes,6491.57
9294,Tablet Apple 7883,Electrónica,4510.92
9295,Muñeca Barbie 6605,Juguetes,19733
9296,Tostadora Hamilton 3883,Hogar,4784.63
9297,Camiseta marca Nike 1777,Ropa,18823.1
9298,Tenis Vans 9662,Calzado,5274.92
9299,Puzzle 3D CubicFun 1259,Juguetes,15898.25
9300,Drone DJI Mini 7801,Juguetes,12056.29
9301,Televisor LG 1878,Electrónica,4122.87
9302,Botas Timberland 9457,Calzado,6649.92
9303,Jeans Wrangler 674,Ropa,7696.3
9304,Drone DJI Mini 4270,Juguetes,6832.84
9305,Lapicera Maped 437,Papelería,11707.72
9306,Microondas Samsung 1991,Hogar,1360.54
9307,Carpeta Office Depot 7489,Papelería,14475.53
9308,Vestido Zara 2624,Ropa,3671.33
9309,Refrigerador Mabe 5890,Hogar,16689.96
9310,Ventilador Taurus 601,Hogar,7318.08
9311,Corrector Paper Mate 9100,Papelería,2850.27
9312,Jeans Wrangler 5223,Ropa,10508.57
9313,Traje Hugo Boss 1537,Ropa,8378.22
9314,Post-it 3M 9411,Papelería,12587
9315,Cafetera Nespresso 9842,Hogar,15031.84
9316,Post-it 3M 351,Papelería,477.55
9317,Pantalón Levi's 9745,Ropa,8673.34
9318,Muñeca Barbie 8666,Juguetes,7521.27
9319,Sandalias Crocs 7531,Calzado,17383.04
9320,Ventilador Taurus 9153,Hogar,9033.81
9321,Figura Funko Pop 9925,Juguetes,10864.71
